Team name,Profile team,Wiki URL,Region,Country,Track,Kind,Section,Application,Year,Title,Abstract,Members
SUSTech_Shenzhen_HCL,https://old.igem.org/Team.cgi?team_id=4470,https://2022.igem.wiki/sustech-shenzhen-hcl,Asia,China,Food &amp; Nutrition,Collegiate,under,Withdrawn,2022,-- Not provided yet --,-- No abstract provided yet -- ,"['Ho Chun Loong', '', 'CHEN Jun', 'Yijie Wang', 'Liqing Yu', 'Tongzhou ZHANG', 'Yuya Yuan', 'Linshen Zhang', 'Yanwei Cai', 'Xuancheng Mo', 'Yita Wang', 'Yifei He', 'Yunhua Tian', '童心智 (Tong Xinzhi)', 'Ziqi Sun']"
SuZhou_Union,https://old.igem.org/Team.cgi?team_id=4124,https://2022.igem.wiki/suzhou-union,Asia,China,High School,Commercial,hs,Disqualified,2022,Luzhou-flavor liquor cell factory,"Baijiu is one of the most famous distilled spirits in the world, among which Luzhou-flavor liquor is the most popular and best-selling liquor among various flavors, accounting for more than 70% of China’s liquor production. This project will build an engineering strain of Saccharomyces cerevisiae, increase the content of ethyl caproate, an aroma substance, improve the quality of Luzhou-flavor liquor, reduce food consumption, shorten fermentation time, and optimize the production process of Luzhou-flavor liquor. By constructing an overexpression vector by overexpressing ACC1, FAS1, and FAS2 genes, using lithium acetate transformation technology to transfer it into yeast cells, and using gas chromatography to analyze ethyl acetate after fermentation. This project can improve ethanol and produce a large amount of ethyl hexanoate, which can improve the quality of liquor, and the flavor and taste of liquor are improved. Key Words: Luzhou-flavor liquor, overexpression ","['Yangyang Kong', '', 'Shi Lifang', 'Ma Guanghui', 'ZHU KE', 'Xiaoyan Wei', 'Ma Lichen', 'Wang Chenxi', 'Wang Zihe', 'Dong Yanxi', 'Zhang Yixuan', 'Wang Yifan', 'Qin Ruohan', 'Emma Linlang Zhao', 'Zhang Jinhe', 'Wang Yuting', 'Zhao Yunqi', 'Huang Weiqi', 'Dong Xuanyu', 'Zhang Wencan', 'Gu Yilin', 'Zheng Jiajie', 'Zhu Qimian', 'Guo Ziyi', 'Sun Youran', 'Shen Yucong', 'Deng Hengjiabu', 'Qin Mingze', 'Liu Xiaozhuo', 'Yuehua Zhang', 'Tianrong Hua', 'Qinghua Wu', 'Zhao Qirong', 'Tsang Kayla Xin Ran', 'Hong Bai', 'Ethan Bo Yuan Tsang', 'Dong Qing']"
Sydney_Australia,https://old.igem.org/Team.cgi?team_id=4488,https://2022.igem.wiki/sydney-australia,Asia,Australia,Foundational Advance,Collegiate,under,Accepted,2022,Developing new in vitro methods for directed evolution of nanobodies for diagnostic and therapeutic applications,"Nanobodies are epitope-binding fragments from camelid heavy-chain antibodies. They possess antigen-binding qualities typical of whole antibodies but are smaller, more robust, with lowered immunogenicity. Hence, nanobodies are frequently used in medical and research applications like tumour-targeting therapies and ELISA assays. However, nanobody technologies are limited by the requirement of live animal hosts for development and the extensive research time for producing new nanobodies in response to rapidly mutating or diverse antigens (e.g. SARS-CoV2). Our project proposes using synthetic biology for novel nanobody discovery in vitro through DNA-shuffling. This method uses homologous recombination to generate extensive mutant nanobody gene libraries which are screened for useful affinities or specificities using an E.coli surface display system passaged over target antigens immobilised on cellulose via cellulose-binding domains. This removes animals from the development process, allowing for faster, ethical nanobody deployment, for use in technologies like lateral-flow tests to detect emerging coronavirus variants. ","['Nick Coleman', '', '', 'Sylvie Nolf', 'Jessica Zhang', 'Tsz Ki Jackie Yau', 'Jasmin Li', 'Kiran Sumant Muthukrishnan', 'Donovan Wu', 'Kawana Crowe', 'oliver nicholls', 'Lukian Adams', 'Mark Somerville ', 'Claudia Moratti']"
SYPHU-China,https://old.igem.org/Team.cgi?team_id=4230,https://2022.igem.wiki/syphu-china,Asia,China,Therapeutics,Collegiate,under,Withdrawn,2022,-- Not provided yet --,-- No abstract provided yet -- ,"['Xianpu NI', '', '', 'Zhangyi Yang', 'Yi Ding', 'Shuwen Cheng', 'Xinghao Hu', 'Yuqiao Xin', 'Guoqing Xu', 'Jinyu Chen', 'Qi Wang', 'Zhexuan An', 'Haodong Zheng', 'XiaoRong Qin', 'Wu Senyang', 'Yiqing Wang', 'Jiaxin Yu', 'Shuya Hu', 'Mengting Li', 'LanZhuo Xu', 'Jinlei Li']"
SYSU-CHINA,https://old.igem.org/Team.cgi?team_id=4395,https://2022.igem.wiki/sysu-china,Asia,China,Manufacturing,Collegiate,under,Accepted,2022,ACCESS: Animalcule Co-catalytic Engineering for Salidroside Synthesis,"     Mountaineering is a challenging journey. With the rising elevation, the insufficient oxygen level may lead to a series of syndromes, which is called high-altitude illness. Experienced mountaineers usually take Salidroside, the extracts of Rhodiola for preventing discomfort. However, unrestricted exploitation imperils the living of wild Rhodiola, which is currently listed as China national category-II protected plant. This year, we wish to achieve de novo synthesis of Salidroside in E.coli as an alternative to wild Rhodiola extracts in order to protect this precious plant. In order to avoid metabolic burden and toxicity of metabolic intermediate, we put forward the concept of modularized co-catalysis. Besides, we also conduct direct evolution using TADR system for improving the catalytic efficiency of different types of glycosyltransferases. With synthetic biology, we hope to make our contribution to biomanufacturing of Salidroside.   ","['Jianzhong Liu', '', '', 'Xuming Zeng', 'Yaxuan Wu', 'Ling Jiajun', 'Jiayuan Tian', 'Qihao Zhou', 'Lerong Zhao', 'Yibo Chen', 'Jiayi Zheng', 'Xinle He', 'Luo Junwen', 'Hongge Wang', 'Jingyuan Bian', 'Zhiwei Wang', 'Sun Huawei', 'Ziyu Wang', 'Wenwen Wang', 'Zhao Bingnan']"
SYSU-Software,https://old.igem.org/Team.cgi?team_id=4265,https://2022.igem.wiki/sysu-software,Asia,China,Software &amp; AI,Collegiate,under,Accepted,2022,LOUPE,"The arms race between prokaryotes and viruses drives the evolution of various defense systems, like CRSIPR-Cas system and RM system, the genes of which account for a large proportion of the genome. Studies show that these defense genes tend to cluster, forming the so-called defense islands.  Inside the defense island exist many currently unknown genes which might turn up to be novel defense genes However, the huge amount of data and skills of multiple bioinformatic tools required can be quite unfriendly to researchers new to the fields, and the rapidly progress made in the fields makes it hard for the existing databases to catch up.  Therefore, our project LOUPE focuses mainly on the discovery of the currently unknown defense genes in prokaryotes by exploiting the idea of defense islands. It consists of an online database coupled with a local prediction and evaluation platform of defense genes with optimized protocol. ","['JianHua Yang', '', '', 'Siduo Li', 'Jingyun Huang', 'Yuanjin Wang', 'Tianxing Yang', 'Huibin Li', 'Zhouying Wu', 'Yinuo Cheng', 'Kai Li', 'Yuhui Feng', 'Zhongchun Zheng', 'Hongxin Xu', 'Jiapeng Chen', 'Aiming Zhang', 'Wei Xu', 'Zunnan Xu', 'Xinyan Li', 'Xinjie Tong', 'WANG Tong', 'Wenjun Qiu', 'Ziqiao Jian', 'Liyan Gong', 'Ruoheng Mo']"
SZ-SHD,https://old.igem.org/Team.cgi?team_id=4283,https://2022.igem.wiki/sz-shd,Asia,China,High School,Commercial,hs,Accepted,2022,CanFix-Light Controlled Oral Tumor Vaccines,We develop a live oral cancer vaccine by modifying E coli to secrete recombinant OMVs containing antigenic proteins that stimulate the immune system to provide cancer immunity. Our aim was specifically to stimulate immune cells in the intestines. To create this level of specificity we incorporated the SulAp optogenetic promoter and a micro-swallowable auto-positioning capsule UVC light source which we trained to recognize that it is in the right location by utilizing a convolutional neural network exposed to a large dataset of endoscopic video footage.And a self-lysis system based on arabinose induction was designed to remove the modified bacteria from the body after completion of OMV secretion. ,"['ZHU KE', 'Murdoch Mackay', 'Zijie Lin', 'Ma Guanghui', 'Shi Lifang', 'Yangyang Kong', 'Xiaoyan Wei', 'Zhongyi Lyu', 'Shen Yijuan', 'Zhou Chenyu', 'Cai Yuxiang', 'Huang Jiajun ', 'Dong Shuojue', 'Zhang Xin', 'Shen Hanlin', 'Liu Tianyang', 'Li Yichen', 'Yang Yitong ', 'Wu Yiyang', 'Jin Fan', 'Wang Yufei', 'Lei Yingjie', 'Zhou Yuming', 'Yin Xiaoyu', 'Bohan Lin', 'Yihua Lu']"
SZPT-CHINA,https://old.igem.org/Team.cgi?team_id=4325,https://2022.igem.wiki/szpt-china,Asia,China,Foundational Advance,Collegiate,under,Accepted,2022,Beauty G. hansenii -- A Self-growth Multifunctional Film for Cosmetic Use,"Everyone has a love for beauty, but people have different needs for skin care. To achieve multiple efficacy at the same time, various skincare products are often required. To this end, we focused on developing a live bacterial skincare product with multiple efficacy, and the ""Beauty G. hansenii"" with high glutathione production was constructed in our project. Moreover, an optogenetic system was designed to control the ""Beauty G. hansenii"". Within the system, NIR light is used to regulate the production of bacterial cellulose for moisturizing, while blue light is used to regulate the release of glutathione and bacterial lysate for brightening, anti-spot, repairing, anti-aging and skin microbiome maintenance. Our product is presented in the form of live bacterial emulsion, committed to providing users with the freshest glutathione and a brand-new skincare experience. We hope this product can better demonstrate the unique beauty of each user and shine their lives. ","['Jingjing WEI', 'Hongbo Liu', 'Li LI', 'Rongrong Zhang', 'Zhibing Mai', 'Wenhui Li', 'Shengnan Sun', 'Jiayi Chen', 'Jiali Chen', 'Zijian Zhu', 'Laiyi Teng', 'Yulin Peng', 'Jinming Lin ', 'Qi Jin', 'Lihong Cheng', 'Yutong Chen', 'Chujuan Cai', 'Minchun He', 'Yiyuan Zhang', 'Wanting Liu', 'Min Zhang', 'Guiyi Huang', 'Yingnan Liang', 'Chun Zheng ', 'Jiamei Zhao', 'Hongwei Zhu', 'Yuntao Zheng', 'Wenwen Xiao', 'Mei Li', 'Jiawei Huang']"
SZU-China,https://old.igem.org/Team.cgi?team_id=4286,https://2022.igem.wiki/szu-china,Asia,China,Manufacturing,Collegiate,under,Accepted,2022,RiceAide- A Comprehensive Solution to Rice Sheath Blight Based on RNAi Pesticide,"Rice sheath blight is a fungal disease due to the infection of Rhizoctonia solani (R.solani) and is one of the most serious diseases of rice with the highest incidence and resulting in 6 billion kilograms of rice yield reduction every year in China. This year, we developed a comprehensive solution, which was integrated from three strategies functioning on prevention, detection and treatment of R.solani respectively. To prevent the infection of R.solani, we cut off the water and air transmission routes of R.solani, by using biocontrol fungi - Trichoderma atroviride. For the early detection of rice sheath blight, we developed LAMP and E-nose detection systems. And we also developed stabilized RNAi effector molecules binding with nanomaterials to specifically inhibit and kill R.solani. In brief, we hope to build an efficient and comprehensive system, thereby contributing our strength to the prevention and control of rice sheath blight. ","['Weizhao Chen', 'Beixin Mo', 'Yu Yu', 'Xuedong Liu', '', 'Ruoyu Chen', 'Bingru Feng', 'Yi Peng', 'Xihe Wang', 'Linzhen Bao', 'Xinying Zhang', 'Zhiying Zhang', 'Minxi Zeng', 'Yingfeng Wu', 'Yixi Wang', 'Siyang Yu', 'Yi Liao', 'Ruiyue Chen ', 'Lijuan Huang', 'Yuxiang Xiong ', 'Danhong Wen', 'Rongsong Ling', 'Yan Huang', 'Yifan Sun', 'Fanyu Guo', 'Li Wenxi']"
TAMU,https://old.igem.org/Team.cgi?team_id=4484,https://2022.igem.wiki/tamu,North America,United States,Environment,Collegiate,under,Accepted,2022,PET-X: Living Biocatalysts for Plastic Degradation,"Our team is tackling the critical challenge of plastic pollution, specifically from polyethylene terephthalate (PET) materials. The bacterial enzymes PETase and MHETase work synergistically to degrade PET into the environmentally benign monomers terephthalic acid and ethylene glycol. Although there has been much effort toward highly efficient plastic degradation, a systematic approach using protein engineering and strain engineering to improve plastic degradation is still required to achieve practical applications. Our first completed goal was the surface display of PETase and MHETase enzymes in E. coli using transporter proteins for the creation of whole-cell biocatalysts, eliminating the need for costly and time intensive enzyme purification. Secondly, to evaluate changes in effectiveness we developed qualitative and quantitative high-throughput kinetic assays. Finally, we used small trials of DNA mutagenesis to create and evaluate modified enzymes as a proof of concept for improving enzyme functions including PETase in future works. ","['Qing Sun', 'Xuejun Zhu', 'Siddhant Gulati', 'Eric Imhoff', 'Ella Noha', 'Andrea Mendoza', 'Andrew Lacombe', 'Joshua Hong', 'Bobby Wolf', 'Kyge Poling', 'Hayden Johnson']"
TAU_Israel,https://old.igem.org/Team.cgi?team_id=4219,https://2022.igem.wiki/tau-israel,Asia,Israel,Foundational Advance,Collegiate,over,Accepted,2022,TrigGate - A computational tool for cell-specific mRNA translation by 5’ UTR engineering,"The use of RNA as a therapeutic tool is a new frontier of disease treatment, but for it to be safe, therapeutic mRNA translation must be limited to a specific cell type. Commonly, delivery vehicles are used to target cells according to cellular membrane characteristics, but such methods have many limitations, including insufficient specificity. A switch module on the 5’ UTR of the mRNA that senses and responds to a specific endogenous RNA trigger in the target cell, can be used in parallel to enhance specificity. To date, such a switch module has been used successfully in prokaryotes, including by many IGEM teams, but not in eukaryotes, and tools to design them efficiently are lacking. We are creating an innovative, user-friendly, generic software tool for designing switch modules in both prokaryotes and eukaryotes using new algorithms and models which will assist in generating efficient, selectively translated mRNA molecules. ","['Tamir Tuller', '', 'Matan arbel', 'Efi Moree', 'Ilan Edelstein ', 'Yoav Navon', 'Tal Tzfoni', 'Dor Breier', 'Rei Mendel', 'Nitay Daniel Ad-El ', 'Roee Ovadia', 'Yulie Hagani', 'Yaakov Mashiach', 'yehuda landau']"
Tec-Chihuahua,https://old.igem.org/Team.cgi?team_id=4147,https://2022.igem.wiki/tec-chihuahua,Latin America,Mexico,Food &amp; Nutrition,Collegiate,under,Accepted,2022,Agrocapsi: An antimicrobial peptide and iRNA technology-based fungicide against wilting ,"Chilli is responsible for substantial economic gains worldwide and is a key element in Mexican gastronomy. Unfortunately, this crop has reported losses of up to 100% due to wilting. This disease is caused by a phytopathogen complex consisting mainly of Phytophthora capsici and Fusarium oxysporum. Current treatments use different agrochemicals, which put environmental and human health at risk and promote pathogen resistance. We propose a biofungicide containing siRNAs designed to inhibit the production of essential proteins for these pathogens. The defensin DrsB1 with an added chitin binding domain and osmotin PcOSM which destabilize P. capsici and F. oxysporum membranes are also included. These antimicrobial peptides (AMPs) and siRNAs will be expressed in Escherichia coli BL21 (DE3) and HT115, respectively. AMPs will be coexpressed with DsbA chaperone to enhance disulfide bond formation. Agrocapsi protects food accessibility and an icon of our identity.  ","['Cynthia Lizeth Gonzalez Trevizo', 'Carlos Enrique Hirales Casillas ', 'César Ibrahym Rodríguez Fernández', 'Viana Isabel Pérez Domínguez ', 'Daniela Olońo Fierro ', 'Carmen Rocio Maldonado Barraza', 'Andrea Acevedo Guaderrama', 'Joel Orlando Hernandez Ramos', 'Alan Hernández', 'Roberto Olivares Hernandez', 'Ana Victoria Gutiérrez Reyes', 'Ana Laura Ortega Ceniceros', 'Gerardo A. Silveyra-Sáenz', 'Denisse Chacon Ramirez', 'Judith Esmeralda Garcia Mata', 'Arlen Aguirre', 'María Fernanda González Catańo', 'Jair Alexis Gardea Saenz', 'Georgina Elisa Diego Macias', 'Alejandro Rojo Moreno', 'Ana Belem García González', 'Jesus Ivan Chavez Torres', 'Elena Elizabeth Mercado Flores', 'Iran Alessandra Chaparro Rodriguez', 'Angel Saghir Rodriguez Fernandez', 'José Francisco Greco Flores', 'Felipe Rafael Garcés Fiallos', 'Marlen García Bustillos', 'Sayuri Fabiola Sandoval Estrada']"
Tec-Monterrey,https://old.igem.org/Team.cgi?team_id=4506,https://2022.igem.wiki/tec-monterrey,Latin America,Mexico,Therapeutics,Collegiate,under,Accepted,2022,RNair: An optimized gene silencing mechanism for resensitizing resistance bacteria.,"It is estimated that by 2050 antibiotic resistance will cause around 10 million deaths per year, being one of the 10 main public health threats. This resistance has developed due to unnecessary prescription, self-medication and incomplete treatment. In this scenario Pseudomonas aeruginosa is one of the most frequently isolated microorganisms in critically ill patients in Mexico. Our solution is a gene silencing system delivered via modified M13 bacteriophages that are nebulized and microfluidically stabilized by liposome-phage complexes to deliver sRNAs to Pseudomonas aeruginosa. This gene silencing is based on computationally optimized sRNAs that combine the use of 2 different bioinformatic score protocols and which are evaluated through Machine Learning algorithms. ","['César Armando Puente Garza', 'Jesús Hernández-Pérez', 'Silvia Alejandra Hinojosa Alvarez', 'Juan Antonio Alfaro Almaguer', 'Sofia Elena Goitia Favela', 'Emilio Fabian Ortiz', 'Ana Paola Morales Mendoza', 'Adriana Monserrat Salazar Puente', 'Ana Paula Rodríguez Cavazos', 'Andrea Chávez', 'Marialinda del Carmen Cadena Hernandez', 'Andrea Zarely Benítez Obregón', 'Hugo Fidel Campos Espinoza', 'Ana Sofia Garza Salazar ', 'Angela Castillo Alvarez', 'Yareli Xcarlett Amaya Munguía', 'Jose Manuel Hernandez de Labra', 'Alejandra Velázquez Mańas', 'Samyr Robertto Nacif Lopez ', 'Andrea González Hidalgo', 'Frida Nezhime Gallegos Garza', 'Juan Manuel Dominguez Larrieta', 'Ana Valeria García Lartigue']"
TecCCM,https://old.igem.org/Team.cgi?team_id=4464,https://2022.igem.wiki/tecccm,Latin America,Mexico,Diagnostics,Collegiate,under,Accepted,2022,iMoAge. Inflammatory Monitor of Aging,"Life expectancy has increased in the last century, thus populations will age at faster rates in the near future. This means that age-related diseases will be frequent among society, imposing serious strains in the health sector. One major hallmark of aging is a gradual increase in chronic low-grade inflammation levels, a process called inflammaging. Knowing that it is a complex process that involves the interaction of several molecules, the goal of TecCCM is to measure the ratio between 3 proinflammatory markers (CRP, TNF-a & CXCL9) and an anti-inflammatory marker (IL-10). We have developed a  PoC biosensor that consists of a multiplex lateral flow assay for easy semiquantitative results. The design involves 2 different aptamers for each biomarker, in order to create a sandwich assay able to detect each protein. By creating this geroscience tool we want to empower the health sector and civil society to promote a healthy aging culture. ","['Jose Mario Gonzalez-Meljem', 'Alvaro de Obeso', 'Carlos Díaz-Tufinio', '', '', 'Ana Laura Flores', 'Ximena Rivero Pimentel', 'Mariana Beauregard Núńez', 'Kevin García Prado', 'María Fernanda Esqueda', 'María José Itzayana Yaraxel Rojas Padilla ', 'Marian Farrera Borraz', 'Leonardo Lenin Rosas Godinez', 'Aura Tamez', 'Muriel Guzmán Román ', 'Naomi Grisel Romero Zepeda ', 'Yurai Elisheba Hernandez Martinez ', 'Daniel De Lorenzo Barrientos', 'Zoe Yamile Zamora Campos', 'Fernando Jiménez Arancón', 'Melanie Aline Munguía Laguna', 'Jesus Augusto Ruiz Aguirre', 'Ximena Rangel', 'Quetzal Rojas', 'Mauricio Alejandro Rodriguez Bernabe', 'Emiliano Arturo Figueroa Ventre', 'José Antonio Martínez Negrete ', 'Jonatan Hernández García', 'Úrsula Montserrat Santaella Pérez', 'Ximena Gómez Estrada', 'Denise Álvarez ', 'Alejandra Rosales Villagrán', 'José Santiago Corvera García', 'Manuel Fernández Mollinedo', 'Fernanda Valeria Flores Pérez', 'Dabria ', 'Daniel I. Ruiz-Cruz', 'Andrés Reyes Chaparro', 'David Vladimir Arce Martínez ', 'Tatiana Fiordelisio']"
TecCEM,https://old.igem.org/Team.cgi?team_id=4260,https://2022.igem.wiki/teccem,Latin America,Mexico,Environment,Collegiate,under,Accepted,2022,Hydro-defense: defending crops against disruptors,"Endocrine Disrupting Chemicals (EDCs) have concerning effects on plants, livestock and humans health, finding their way into the water via plastic, pesticide, and drug waste pollution. iGEM TecCEM 2022 aims to address this issue with two closely related projects. First, contributing to quality regulations with an electrochemical biosensor capable of quantifying the amount of EDCs in crop irrigation water, comprised by Human Estrogen Receptor Alpha protein for a biological recognition, gold nanoparticles and a piezoelectric for signal transduction to be shown on the developed software. Then, solving the problem with our degradation system consisting of various types of immobilized recombinant laccases encased by zeolite, which oxidize EDCs and degrade them into less toxic photosensitive compounds. Our third project addresses the antibiotic resistance concern due to their use as selection markers. Isoeugenol monooxygenase as an alternative selection marker for Escherichia coli strains was proposed, implementing isoeugenol as an inhibitory growth substance. ","['ANA LAURA TORRES HUERTA', 'Aurora Antonio Pérez', 'Aurora Antonio Pérez', 'Carlos Eduardo Gómez Sánchez', 'BRENDA JIMENEZ', 'Ana Paula Martinez Romero', 'Ximena Quintero Mejia', 'Rebeca Patińo Guerra', 'Yaroslav Andreivich Volkov ', 'Estefanny Itcel Ortega', 'Karen Itzel Marin Jeronimo', 'Ariadna Alonso Juarez', 'Selma Mariana Martinez Rosas', 'Zyanya Guadalupe Rojas Rojas', 'Audrey Hevia Hidalgo', 'Andrea de los Santos Perez', 'Valeria Gómez Zúńiga', 'Jennifer Rivera Palacios', 'José Gerardo Altamirano Ramírez', 'Saúl Higareda', 'Valeria Torres Gómez ', 'Sergio Garcia Kadala', 'Mirelle Culebro Miranda', 'Claudia Angélica García Alonso', 'Minerva Zamudio Mauricio', 'Ana Sofía Centeno Noriega', 'Salvador Chavez Gonzalez', 'Rodrigo Labastida Cerda', 'Humberto Carrillo Gomez', 'Héctor Alejandro Munro Ramos', 'Amiel Joel Rosete Islas', 'JOSÉ ANTONIO MUŃOZ ARTEAGA', 'Melchor Andrés Soto Herrera', 'Frida Lizeth Cameras Carreńo', 'AMANDA SPINOLA', 'Regina Rivas Gutierrez', 'ISABEL HERNÁNDEZ', 'Alejandra Sofia Azamar Guerrero', 'Andreas Zael Martínez Hernández', 'Daniela Mejía Salgado', 'Sara Sofía Hernández Navarro', 'María Guadalupe Pérez Loredo ', 'Dulce Viridiana Melo Máximo', 'SANDRA I. SANTOS FERNANDEZ', 'Manuel Antonio Caudillo Melgoza', 'ENRIQUE ELISEO MINOR CAMPA']"
Technion-Israel,https://old.igem.org/Team.cgi?team_id=4179,https://2022.igem.wiki/technion-israel,Asia,Israel,Manufacturing,Collegiate,over,Accepted,2022,"Angel Roots: From plants to bacterial cells, biomanufacturing decursin to treat chemotherapy-induced alopecia","Angelica Gigas is a plant well known in Asia for its medicinal properties, which are attributed to decursin. Decursin was identified as a novel agent for the treatment of many medical conditions, as well as a promising candidate for the treatment of chemotherapy-induced alopecia (hair loss), one of the most distressing side effects for cancer patients. Nowadays, decursin is expensive and inaccessible due its low-yielding and polluting extraction, alongside the seasonal nature of the plant. To address this issue, we chose to bio-manufacture decursin in bacteria. We designed a synthetic circuit encoding for three enzymes that catalyze the two penultimate reactions in the anabolic pathway. This will make the production of decursin cheap and sustainable and enable therapeutic applications to be further explored. Finally, we engineered a biosensor that could quantify decursin. This can be used by future teams that investigate molecules that affect the Hippo signaling pathway.  ","['Roee Amit', 'Nisrine Lahoud', 'Shira Levi', 'Naor Granik', 'Or Willinger', 'Maia Lehrman', 'Irina Shkalikov', 'Baraah Rashed', 'Iser Snoyman', 'Yana Shklovski', 'Matan Hoory', 'Amit Nelkin', 'Reut Laufer', 'Nova Noiman', 'Yasmin Habib', 'Ran Benayoun', 'Mazal Faraj']"
TecMonterrey_GDL,https://old.igem.org/Team.cgi?team_id=4447,https://2022.igem.wiki/tecmonterrey-gdl,Latin America,Mexico,Environment,Collegiate,over,Accepted,2022,Enzymatic system for monitoring of emerging contaminants in water bodies,"Water scarcity is a major constraint to socio-economic development. Therefore, research has been focused to evaluate water quality through the measurement of different contaminants. Among them, the presence of emerging contaminants (ECs), principally micropollutants, such as pesticides, pharmaceuticals, and hormones are an important matter due to the negative impact its presence could have on aquatic life, the ecosystem and human health. In order to effectively monitor and determine ECs, there is a need to create fast, responsive analytical procedures. Nowadays, major approaches include liquid or gas chromatography and mass spectroscopy. Thus, with the purpose of building a sensible kit to ECs able to measure concentrations in the magnitude of nanoMolar, an enzymatic system was developed to detect the presence of erythromycin, rifampicin and pentachlorophenol present in a variety of water bodies in Jalisco, Mexico. ","['J. Donato García-García', 'Rebeca Garcia Varela', '', 'Luz Virginia Raygoza Murguía', 'Shhazemylye Farah Millan Enriquez', 'Thelma Alejandra Ureńa Flores', 'Pablo Ibarra Flores ', 'Isabela Nájar Guerrero', 'Juan Daniel Martin del Campo Flores', 'Karina Franco', 'Juan Antonio Escalera Alcocer', 'Isabella Estefania Verduga Morales', 'Cristina Comte López ', 'Ana Zatarain', 'Ana Laura Silva Gálvez', 'Josue Ramirez Hurtado', 'Elizabeth Valencia Alvarez', 'Leonardo Gael Pelayo Minero', 'Karen Swain Cabrera', 'Edgar Uriel Medina Barragan', 'Rafael García Gómez', 'José Juan López Gómez', 'Jorge Plasencia', 'Angélica Parrales', 'Tomás García Cayuela', 'CARLOS SANTANA']"
Thailand_RIS,https://old.igem.org/Team.cgi?team_id=4314,https://2022.igem.wiki/thailand-ris,Asia,Thailand,High School,High School,hs,Accepted,2022,Bacteria-Battling Bombolitin,"Ralstonia solanacearum bacteria causes bacterial wilt which causes yield loss of up to 90% in solanaceous crops. These bacteria block water uptake from the plant’s xylem, causing the plant to die. Chemical pesticides are currently used, but there are detrimental effects to the environment and consumers. We aim to contribute to SDG’s 15th goal of life on land by decreasing the usage of pesticides by providing a substitute: Modified Bombolitin Antimicrobial Peptide. The modified bombolitin peptide, with attached amino acids to increase hydrophobicity,  is expressed through competent Escherichia coli cells. Gene cloning and overexpression of bombolitin was done. To test the efficiency of plant protection, in-vitro testing of the peptide on Ralstonia bacteria is applied. Additionally, peptides with similar properties to the bombolitin are also identified through biopanning, allowing for future improvements. By expressing modified bombolitin, we wish to find a possible alternative to certain pesticides. ","['Nicole Sabet', '', '', 'Ada Chunhavajira', 'Jase Kemp', 'Ronnakorn Onraksa', 'Phantharach Natnithikarat', 'Arachaporn Titapand', 'Thitilapa Sae-Heng ', 'Pasu Limsiwilai', 'Tatpol Boonme', 'Voraruthai Puengchanchaikul', 'Praew Kedpradit', 'Thamognya Kodi', 'Olivier Daniel Fernandez', 'Dhirath Thanglerdsumpan']"
TheKingsSchool_AU_HS,https://old.igem.org/Team.cgi?team_id=4324,https://2022.igem.wiki/thekingsschool-au-hs,Asia,Australia,High School,High School,hs,Accepted,2022,Sweet Genes: E. coli with Improved Xylose Utilisation,"A large amount of bio-waste is burnt or deposited in landfill, releasing harmful greenhouse gases. Much of agricultural bio-waste contains plant dry matter, or lignocellulose, approximately half of which is glucose and 18-30% is xylose. Synthetic biologists can engineer E. coli to grow on lignocellulosic biomass and produce clean bio-energy. However, carbon catabolite repression and diauxic growth controls the order in which different carbon sources are metabolised, and so E. coli preferentially utilises glucose over xylose, meaning xylose content in lignocellulose is not utilised to its full potential. We have increased the xylose uptake of E. coli by inducing a yeast-derived XR-XDH pathway in E. coli to provide an alternative route for catabolising xylose to xylulose-5-phosphate (X5P). We also induced phosphoketolase to alleviate the flux of X5P through glycolysis. We envision our improved E. coli strain to serve as a chassis organism that optimises the efficiency of sustainable bio-energy production. ","['Renay Mannah', 'Robert Willows', '', 'Chris Yoo', 'Jeremy Yuan', 'Emily Burns', 'Elizabeth Heilman ', 'Varun Khurana', 'Vedant Vaghela ', 'Hannah Wang', 'Pravin Nagaratnam', 'Sejal Mall', 'Di Chinh Huang', 'Angelique Hooi ', 'Aditya Arora', 'Max Ippolito', 'Kobe Goodridge', ""James O'Neil"", 'Ollie Bucknell ', 'Aileen Kim', 'Sansita Verma', 'Daniel Wei', 'Genevieve Bolster', 'Shengtao He', 'Gavin Li ', 'Louise Brown', 'Thi Huynh']"
